ID recurso;Título;Categoría;Formato;URL fuente;Hoja;Filas detectadas;Columnas detectadas;Celdas con valor;Estado extracción;Error
estado_lara_3;Lara;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Lara-3.xls;Indice de Masculinidad ENT;86;55;4159;OK;
estado_lara_3;Lara;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Lara-3.xls;Estado Lara;42;53;1615;OK;
lara;Lara;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Lara.xls;n_CEN;2231;77;169557;OK;
estado_miranda_1;Miranda;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Miranda-1.xls;Estado Miranda;78;53;3487;OK;
estado_miranda;Miranda;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Miranda.xls;Estado Miranda;78;13;807;OK;
estado_miranda_5;Miranda;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Miranda-5.xls;Estado Miranda;78;53;3487;OK;
miranda;Miranda;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Miranda.xls;n_CEN;699;77;53125;OK;
estado_monagas_1;Monagas;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Monagas-1.xls;Estado Monagas;54;53;2239;OK;
estado_monagas;Monagas;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Monagas.xls;Estado Monagas;78;13;807;OK;
estado_monagas_4;Monagas;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Monagas-4.xls;Estado Monagas;54;53;2239;OK;
monagas;Monagas;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Monagas.xls;n_CEN;796;77;60507;OK;
estado_merida_1;Mérida;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Merida-1.xls;Estado Mérida;84;53;3799;OK;
estado_merida;Mérida;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Merida.xls;Estado Mérida;78;13;807;OK;
estado_merida_4;Mérida;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Merida-4.xls;Estado Mérida;84;53;3799;OK;
merida;Mérida;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Merida.xls;n_CEN;1649;77;125325;OK;
nacional_1;Nacional;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Nacional-1.xls;Resumen Entidad;93;53;4113;OK;
nacional;Nacional;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Nacional.xls;Nacional;78;13;807;OK;
estado_nueva_esparta_1;Nueva Esparta;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Nueva-Esparta-1.xls;Indice de Masculinidad ENT;86;55;4159;OK;
estado_nueva_esparta_1;Nueva Esparta;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Nueva-Esparta-1.xls;Estado Nueva Esparta;48;53;1927;OK;
estado_nueva_esparta;Nueva Esparta;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Nueva-Esparta.xls;Estado Nueva Esparta;78;13;807;OK;
estado_nuevaesparta_4;Nueva Esparta;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_NuevaEsparta-4.xls;Indice de Masculinidad ENT;86;55;4159;OK;
estado_nuevaesparta_4;Nueva Esparta;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_NuevaEsparta-4.xls;Estado Nueva Esparta;48;53;1927;OK;
nueva_esparta;Nueva Esparta;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Nueva-Esparta.xls;n_CEN;69;77;5245;OK;
estado_portuguesa_1;Portuguesa;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Portuguesa-1.xls;Estado Portuguesa;57;53;2395;OK;
estado_portuguesa;Portuguesa;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Portuguesa.xls;Estado Portuguesa;78;13;807;OK;
estado_portuguesa_4;Portuguesa;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Portuguesa-4.xls;Estado Portuguesa;57;53;2395;OK;
portuguesa;Portuguesa;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Portuguesa.xls;n_CEN;1600;77;121601;OK;
estado_sucre_1;Sucre;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Sucre-1.xls;Estado Sucre;60;53;2551;OK;
estado_sucre;Sucre;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Sucre.xls;Estado Sucre;78;13;807;OK;
estado_sucre_6;Sucre;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Sucre-6.xls;Estado Sucre;60;53;2551;OK;
sucre;Sucre;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Sucre.xls;n_CEN;874;77;66431;OK;
estado_tachira;Tachira;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Tachira.xls;Estado Táchira;78;13;807;OK;
estado_trujillo_1;Trujillo;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Trujillo-1.xls;Estado Trujillo;75;53;3331;OK;
estado_trujillo;Trujillo;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Trujillo.xls;Estado Trujillo;78;13;807;OK;
estado_trujillo_3;Trujillo;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Trujillo-3.xls;Estado Trujillo;75;53;3331;OK;
trujillo;Trujillo;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Trujillo.xls;n_CEN;1527;77;116054;OK;
estado_tachira_1;Táchira;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Tachira-1.xls;Estado Táchira;102;53;4735;OK;
estado_tachira_8;Táchira;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Tachira-8.xls;Estado Táchira;102;53;4735;OK;
tachira;Táchira;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Tachira.xls;n_CEN;1761;77;133843;OK;
estado_yaracuy_1;Yaracuy;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Yaracuy-1.xls;Estado Yaracuy;57;53;2395;OK;
estado_yaracuy;Yaracuy;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Yaracuy.xls;Estado Yaracuy;78;13;807;OK;
estado_yaracuy_4;Yaracuy;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Yaracuy-4.xls;Estado Yaracuy;57;53;2395;OK;
yaracuy;Yaracuy;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Yaracuy.xls;n_CEN;958;77;72810;OK;
estado_zulia_1;Zulia;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Zulia-1.xls;Estado Zulia;78;53;3487;OK;
estado_zulia;Zulia;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Zulia.xls;Estado Zulia;78;13;807;OK;
estado_zulia_6;Zulia;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Zulia-6.xls;Estado Zulia;78;53;3487;OK;
zulia;Zulia;Otros recursos INE;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Zulia.xls;n_CEN;4825;77;366769;OK;
edad_simple;Edad Simple;Proyección de población;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/EDAD-SIMPLE.xls;Edad Simple;318;13;3687;OK;
esperanza_de_vida;Esperanza de Vida;Proyección de población;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/ESPERANZA-DE-VIDA.xls;Esperanza de Vida;34;10;217;OK;
nacional_36;Nacional;Proyección de población;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Nacional-36.xls;Resumen Entidad;93;53;4113;OK;
aragua;Aragua;Vivienda y servicios;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Aragua.xls;n_CEN;671;77;50997;OK;
estado_aragua_1;Aragua;Vivienda y servicios;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Aragua-1.xls;Estado Aragua;69;53;3019;OK;
estado_aragua;Aragua;Vivienda y servicios;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado-Aragua.xls;Estado Aragua;78;13;807;OK;
estado_aragua_3;Aragua;Vivienda y servicios;XLS;https://ine.gob.ve/wp-content/uploads/2026/04/Estado_Aragua-3.xls;Estado Aragua;69;53;3019;OK;
