País OVE;País Banco Mundial;Código ISO 2;Código ISO 3;Región;Nivel de ingreso;Año;Área temática;ID área;Subárea;ID subárea;Código indicador;Indicador;Valor;Fuente;Fecha descarga;Error descarga
Venezuela;Venezuela, RB;VE;VEN;Latin America & Caribbean;Not classified;1960;Energía y ambiente;energia_y_ambiente;Bosques;bosques;AG.LND.FRST.ZS;Superficie forestal como porcentaje del territorio;;Banco Mundial - World Development Indicators;2026-05-21;
Venezuela;Venezuela, RB;VE;VEN;Latin America & Caribbean;Not classified;1961;Energía y ambiente;energia_y_ambiente;Bosques;bosques;AG.LND.FRST.ZS;Superficie forestal como porcentaje del territorio;;Banco Mundial - World Development Indicators;2026-05-21;
Venezuela;Venezuela, RB;VE;VEN;Latin America & Caribbean;Not classified;1962;Energía y ambiente;energia_y_ambiente;Bosques;bosques;AG.LND.FRST.ZS;Superficie forestal como porcentaje del territorio;;Banco Mundial - World Development Indicators;2026-05-21;
Venezuela;Venezuela, RB;VE;VEN;Latin America & Caribbean;Not classified;1963;Energía y ambiente;energia_y_ambiente;Bosques;bosques;AG.LND.FRST.ZS;Superficie forestal como porcentaje del territorio;;Banco Mundial - World Development Indicators;2026-05-21;
Venezuela;Venezuela, RB;VE;VEN;Latin America & Caribbean;Not classified;1964;Energía y ambiente;energia_y_ambiente;Bosques;bosques;AG.LND.FRST.ZS;Superficie forestal como porcentaje del territorio;;Banco Mundial - World Development Indicators;2026-05-21;
Venezuela;Venezuela, RB;VE;VEN;Latin America & Caribbean;Not classified;1965;Energía y ambiente;energia_y_ambiente;Bosques;bosques;AG.LND.FRST.ZS;Superficie forestal como porcentaje del territorio;;Banco Mundial - World Development Indicators;2026-05-21;
Venezuela;Venezuela, RB;VE;VEN;Latin America & Caribbean;Not classified;1966;Energía y ambiente;energia_y_ambiente;Bosques;bosques;AG.LND.FRST.ZS;Superficie forestal como porcentaje del territorio;;Banco Mundial - World Development Indicators;2026-05-21;
Venezuela;Venezuela, RB;VE;VEN;Latin America & Caribbean;Not classified;1967;Energía y ambiente;energia_y_ambiente;Bosques;bosques;AG.LND.FRST.ZS;Superficie forestal como porcentaje del territorio;;Banco Mundial - World Development Indicators;2026-05-21;
Venezuela;Venezuela, RB;VE;VEN;Latin America & Caribbean;Not classified;1968;Energía y ambiente;energia_y_ambiente;Bosques;bosques;AG.LND.FRST.ZS;Superficie forestal como porcentaje del territorio;;Banco Mundial - World Development Indicators;2026-05-21;
Venezuela;Venezuela, RB;VE;VEN;Latin America & Caribbean;Not classified;1969;Energía y ambiente;energia_y_ambiente;Bosques;bosques;AG.LND.FRST.ZS;Superficie forestal como porcentaje del territorio;;Banco Mundial - World Development Indicators;2026-05-21;
