Fuente;País;ID indicador CEPALSTAT;Indicador;Tema;Área;Ruta temática;Unidad;Número de registros;Primer periodo;Último periodo;Último valor disponible;Última actualización indicador;Estado descarga;Error descarga;Archivo valores CSV.GZ;Archivo catálogo JSON;Archivo catálogo Excel;URL API;URL fuente
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3946;Niveles medios anuales de partículas finas (ponderados por población), por ubicación (en microgramos por metro cúbico) EN_ATM_PM25;"Objetivos de Desarrollo Sostenible
";INDICADOR 11.6.2 Niveles medios anuales de partículas finas en suspensión (por ejemplo, PM2.5 y PM10) en las ciudades (ponderados según la población);Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Calidad ambiental > Calidad del aire;En microgramos por metro cúbico;50;2010;2019;16.21392;Jun  1 2026  6:16PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3946/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3968;Proporción de lugares importantes para la biodiversidad del agua dulce incluidos en zonas protegidas (en porcentajes) ER_PTD_FRHWTR;"Objetivos de Desarrollo Sostenible
";INDICADOR 15.1.2 Proporción de lugares importantes para la biodiversidad terrestre y del agua dulce incluidos en zonas protegidas, desglosada por tipo de ecosistema;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Biodiversidad;Porcentaje;26;2000;2025;85.42551;Jun  1 2026  5:57PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3968/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3963;Proporción de lugares importantes para la biodiversidad marina incluidos en zonas protegidas (en porcentajes) ER_MRN_MPA;"Objetivos de Desarrollo Sostenible
";INDICADOR 14.5.1 Cobertura de las zonas protegidas en relación con las zonas marinas;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Biodiversidad;Porcentaje;26;2000;2025;59.40429;Jun  1 2026  6:09PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3963/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3967;Proporción de lugares importantes para la biodiversidad terrestre incluidos en zonas protegidas (en porcentajes) ER_PTD_TERR;"Objetivos de Desarrollo Sostenible
";INDICADOR 15.1.2 Proporción de lugares importantes para la biodiversidad terrestre y del agua dulce incluidos en zonas protegidas, desglosada por tipo de ecosistema;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Biodiversidad;Porcentaje;26;2000;2025;78.78313;Jun  1 2026  6:10PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3967/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3979;Índice de la Lista Roja ER_RSK_LST;"Objetivos de Desarrollo Sostenible
";INDICADOR 15.5.1 Índice de la Lista Roja;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Biodiversidad;Índice;46;1980;2025;0.7619;Jun  1 2026  6:16PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3979/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2021;Superficie boscosa como proporción de la superficie total, por tipo de bosque;Estadísticas e Indicadores Ambientales;Bosques;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Bosques;Porcentajes;102;1990;2023;53.5;Dec  9 2025 10:25AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2021/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2036;Superficie boscosa, por tipo de bosque;Estadísticas e Indicadores Ambientales;Bosques;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Bosques;Miles de hectáreas;108;1990;2025;47088.24;Dec  8 2025  4:46PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2036/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2530;Superficie de bosque natural como proporción de la superficie total de bosque;Estadísticas e Indicadores Ambientales;Bosques;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Bosques;Porcentajes;36;1990;2025;97.6;Dec  8 2025  5:11PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2530/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2531;Superficie de plantaciones forestales como proporción de la superficie total de bosque;Estadísticas e Indicadores Ambientales;Bosques;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Bosques;Porcentajes;36;1990;2025;2.4;Dec  8 2025  5:40PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2531/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2016;Superficie de humedales designados bajo la Convención de Ramsar;Estadísticas e Indicadores Ambientales;Ecosistemas;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Cobertura terrestre;Hectáreas;38;1988;2025;265668.0;May 14 2026  3:12PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2016/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4176;Superficie de manglares;Estadísticas e Indicadores Ambientales;Cobertura terrestre;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Cobertura terrestre;Miles de hectáreas;31;1992;2022;312.98;Nov  6 2025  4:23PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4176/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3355;Superficie de nieve permanente y glaciares;Estadísticas e Indicadores Ambientales;Cobertura terrestre;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Cobertura terrestre, ecosistemas y biodiversidad > Cobertura terrestre;Hectáreas;31;1992;2022;50.0;Nov  3 2025  1:21PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3355/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3381;Variación de la temperatura media;Estadísticas e Indicadores Ambientales;Atmósfera, clima y condiciones meteorológicas;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Condiciones físicas > Atmósfera, clima y condiciones meteorológicas;Grados celsius;64;1961;2024;1.878;Nov  7 2025 11:55AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3381/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3974;Proporción de tierras degradadas en comparación con la superficie total (en porcentajes) AG_LND_DGRD;"Objetivos de Desarrollo Sostenible
";INDICADOR 15.3.1 Proporción de tierras degradadas en comparación con la superficie total;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Condiciones físicas > Características del suelo;Porcentaje;2;2015;2019;9.07;Jun  1 2026  5:35PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3974/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4501;Área de agua permanente de lagos y ríos (kilómetros cuadrados) EN_LKRV_PWAN;"Objetivos de Desarrollo Sostenible
";INDICADOR 6.6.1 Cambio en la extensión de los ecosistemas relacionados con el agua con el paso del tiempo;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Condiciones físicas > Características hidrográficas;Kilómetros cuadrados;23;2000;2022;5041.77997;Jun  1 2026  6:08PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4501/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2054;Superficie de aguas continentales;Estadísticas e Indicadores Ambientales;Información geológica y geográfica;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Condiciones físicas > Información geológica y geográfica;Miles de hectáreas;63;1961;2023;3000.0;Dec  8 2025  3:29PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2054/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2035;Superficie del país;Estadísticas e Indicadores Ambientales;Información geológica y geográfica;Clasificación temática general > Ambientales > Condiciones y calidad ambiental > Condiciones físicas > Información geológica y geográfica;Miles de hectáreas;189;1961;2023;91205.0;Nov  7 2025 11:53AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2035/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5645;Número de muertes atribuidas a desastres, por tipo de desastre;Estadísticas e Indicadores Ambientales;Eventos naturales extremos y desastres;Clasificación temática general > Ambientales > Eventos naturales extremos y desastres > Eventos naturales extremos y desastres > Impacto de eventos naturales extremos y desastres;Número de personas fallecidas;66;1993;2025;14.0;Jul 24 2026 11:28AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5645/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5646;Número de personas directamente afectadas atribuidas a desastres, por tipo de desastre;Estadísticas e Indicadores Ambientales;Eventos naturales extremos y desastres;Clasificación temática general > Ambientales > Eventos naturales extremos y desastres > Eventos naturales extremos y desastres > Impacto de eventos naturales extremos y desastres;Número de personas;79;1993;2025;24095.0;Jul 24 2026 11:35AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5646/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4046;Pérdidas económicas atribuidas a desastres, por tipo de desastre;Estadísticas e Indicadores Ambientales;Eventos naturales extremos y desastres;Clasificación temática general > Ambientales > Eventos naturales extremos y desastres > Eventos naturales extremos y desastres > Impacto de eventos naturales extremos y desastres;Millones de dólares;111;1980;2025;0.0;Jul 24 2026 11:49AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4046/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5647;Número de eventos de desastres, por tipo de desastre;Estadísticas e Indicadores Ambientales;Eventos naturales extremos y desastres;Clasificación temática general > Ambientales > Eventos naturales extremos y desastres > Eventos naturales extremos y desastres > Ocurrencia de eventos naturales extremos y desastres;Recuento de eventos;88;1993;2025;1.0;Jul 24 2026 11:24AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5647/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2031;Acuerdos ambientales multilaterales;Estadísticas e Indicadores Ambientales;Participación en los acuerdos ambientales multilaterales -MEAs y convenios ambientales;Clasificación temática general > Ambientales > Protección, gestión y participación ambiental > Regulación y gobernanza ambiental > Participación en los Acuerdos Multilaterales Ambientales (AMA) y convenciones ambientales;Año de firma y año en que el país se hizo parte del acuerdo (por medio de la ratificación, aceptación, aprobación o adhesión);25;;;1992.0;Mar 11 2026  5:06PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2031/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);1763;Empresas con certificación ISO 14001;Estadísticas e Indicadores Ambientales;Instrumentos y regulación ambiental;Clasificación temática general > Ambientales > Protección, gestión y participación ambiental > Regulación y gobernanza ambiental > Regulación e instrumentos ambientales;Número de empresas;26;1999;2024;21.0;Jan 22 2026 11:02AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/1763/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2029;Empresas con certificación ISO 14001 por unidad del PIB;Estadísticas e Indicadores Ambientales;Instrumentos y regulación ambiental;Clasificación temática general > Ambientales > Protección, gestión y participación ambiental > Regulación y gobernanza ambiental > Regulación e instrumentos ambientales;Número de empresas por cada 1000 millones de dólares del PIB;20;1999;2018;0.2;Jan 22 2026 12:25PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2029/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2038;Consumo de fertilizantes;Estadísticas e Indicadores Ambientales;Cultivos;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos biológicos > Cultivos;Toneladas;63;1961;2023;132304.0;Dec  8 2025  4:19PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2038/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2039;Consumo de plaguicidas;Estadísticas e Indicadores Ambientales;Cultivos;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos biológicos > Cultivos;Toneladas;136;1990;2023;767.0;Apr  1 2026  5:10PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2039/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2022;Intensidad de uso de fertilizantes;Estadísticas e Indicadores Ambientales;Cultivos;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos biológicos > Cultivos;Kilos por hectárea de superficie agrícola;63;1961;2023;40.09212121212121;Nov  6 2025  3:36PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2022/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3382;Intensidad de uso de plaguicidas;Estadísticas e Indicadores Ambientales;Cultivos;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos biológicos > Cultivos;Kilos por hectárea de superficie agrícola;34;1990;2023;1.19030303030303;Nov  6 2025  3:55PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3382/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);1740;Superficie cosechada de los principales cultivos;Estadísticas e Indicadores Ambientales;Cultivos;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos biológicos > Cultivos;Miles de hectáreas;504;1961;2023;515.056;Oct 30 2025  4:02PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/1740/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2020;Producción acuícola;Estadísticas e Indicadores Ambientales;Recursos Acuáticos;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos biológicos > Recursos acuáticos;Miles de toneladas;190;1950;2024;2.789;Jul 22 2026 10:44AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2020/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2019;Producción de pesca de captura;Estadísticas e Indicadores Ambientales;Recursos Acuáticos;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos biológicos > Recursos acuáticos;Miles de toneladas;450;1950;2024;6.476;Jul 22 2026 10:37AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2019/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4174;Intensidad energética medida en términos de la energía primaria y el PIB;Estadísticas e Indicadores Ambientales;Producción y consumo de energía de recursos renovables y no renovables;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos energéticos > Eficiencia energética;Oferta de energía primaria (en terajulios) por millón de dólares de PIB (a precios constantes de 2018);29;1990;2018;12.40567300744341;Apr 24 2026 10:57AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4174/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2023;Intensidad energética medida en términos del consumo final de energía y el PIB;Estadísticas e Indicadores Ambientales;Producción y consumo de energía de recursos renovables y no renovables;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos energéticos > Eficiencia energética;Consumo final de energía (en terajulios) por millón de dólares de PIB (a precios constantes de 2018);29;1990;2018;9.358281760081235;Apr 24 2026 11:25AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2023/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4243;Intensidad energética medida en términos del consumo final de energía y el PIB, por actividad económica;Estadísticas e Indicadores Ambientales;Producción y consumo de energía de recursos renovables y no renovables;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos energéticos > Eficiencia energética;Oferta de energía primaria (en terajulios) por millón de dólares de PIB (a precios constantes de 2018);166;1990;2024;0.001219519684108759;May  4 2026 11:41AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4243/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4183;Variación de la intensidad energética medida en términos de la energía primaria y el PIB;Estadísticas e Indicadores Ambientales;Producción y consumo de energía de recursos renovables y no renovables;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos energéticos > Eficiencia energética;Porcentaje;28;1991;2018;-0.9162990471184568;Apr 24 2026 12:00PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4183/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4184;Variación de la intensidad energética medida en términos del consumo final de energía y el PIB;Estadísticas e Indicadores Ambientales;Producción y consumo de energía de recursos renovables y no renovables;Clasificación temática general > Ambientales > Recursos ambientales y su uso > Recursos energéticos > Eficiencia energética;Porcentaje;34;1991;2024;-2.213053003545085;Apr 27 2026  4:54PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4184/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
