Fuente;País;ID indicador CEPALSTAT;Indicador;Tema;Área;Ruta temática;Unidad;Número de registros;Primer periodo;Último periodo;Último valor disponible;Última actualización indicador;Estado descarga;Error descarga;Archivo valores CSV.GZ;Archivo catálogo JSON;Archivo catálogo Excel;URL API;URL fuente
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);2183;Necesidades insatisfechas en materia de planificación familiar;Estadísticas e Indicadores Sociales;Salud;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.7 De aquí a 2030, garantizar el acceso universal a los servicios de salud sexual y reproductiva, incluidos los de planificación familiar, información y educación, y la integración de la salud reproductiva en las estrategias y los programas nacionales > INDICADOR P-3.7.1 Necesidades insatisfechas en materia de planificación familiar;Porcentaje;35;1990;2024;33.3;Apr 15 2026  9:58AM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/2183/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5679;Índice de cobertura de servicios de cobertura sanitaria universal (UHC), metodología 2025 SH_ACS_UNHC_25;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.8.1 Cobertura de los servicios de salud esenciales;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.8 Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios de salud esenciales de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos > INDICADOR 3.8.1 Cobertura de los servicios de salud esenciales;Índice;24;2000;2023;75.0;Jun  1 2026  5:57PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5679/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3776;Tasa de mortalidad atribuida a la contaminación de los hogares y del aire ambiente (edades ajustadas) (en número de muertes por cada 100.000 habitantes) SH_STA_ASAIRP;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.9.1 Tasa de mortalidad atribuida a la contaminación de los hogares y del aire ambiente;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.9 De aquí a 2030, reducir considerablemente el número de muertes y enfermedades causadas por productos químicos peligrosos y por la polución y contaminación del aire, el agua y el suelo > INDICADOR 3.9.1 Tasa de mortalidad atribuida a la contaminación de los hogares y del aire ambiente;Por cada 100.000 habitantes;1;2019;2019;38.0;Jun  1 2026  5:34PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3776/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3778;Tasa de mortalidad atribuida a la contaminación del aire ambiente (edades estandarizadas) (en número de muertes por cada 100.000 habitantes) SH_AAP_ASMORT;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.9.1 Tasa de mortalidad atribuida a la contaminación de los hogares y del aire ambiente;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.9 De aquí a 2030, reducir considerablemente el número de muertes y enfermedades causadas por productos químicos peligrosos y por la polución y contaminación del aire, el agua y el suelo > INDICADOR 3.9.1 Tasa de mortalidad atribuida a la contaminación de los hogares y del aire ambiente;Por cada 100.000 habitantes;1;2019;2019;32.0;Jun  1 2026  5:34PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3778/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3774;Tasa de mortalidad atribuida a la contaminación del aire en los hogares (edades ajustadas) (en número de muertes por cada 100.000 habitantes) SH_HAP_ASMORT;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.9.1 Tasa de mortalidad atribuida a la contaminación de los hogares y del aire ambiente;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.9 De aquí a 2030, reducir considerablemente el número de muertes y enfermedades causadas por productos químicos peligrosos y por la polución y contaminación del aire, el agua y el suelo > INDICADOR 3.9.1 Tasa de mortalidad atribuida a la contaminación de los hogares y del aire ambiente;Por cada 100.000 habitantes;1;2019;2019;7.0;Jun  1 2026  5:34PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3774/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4894;Tasa de mortalidad atribuida al agua insalubre, el saneamiento inseguro y la falta de higiene por diarrea, nematodos intestinales, desnutrición e infecciones respiratorias agudas (muertes por cada 100.000 habitantes) SH_STA_WASHARI;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.9.2 Tasa de mortalidad atribuida al agua insalubre, el saneamiento deficiente y la falta de higiene (exposición a servicios insalubres de agua, saneamiento e higiene para todos (WASH));Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.9 De aquí a 2030, reducir considerablemente el número de muertes y enfermedades causadas por productos químicos peligrosos y por la polución y contaminación del aire, el agua y el suelo > INDICADOR 3.9.2 Tasa de mortalidad atribuida al agua insalubre, el saneamiento deficiente y la falta de higiene (exposición a servicios insalubres de agua, saneamiento e higiene para todos (WASH));Por cada 100 000 habitantes;1;2019;2019;5.17363;Jun  1 2026  5:35PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4894/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3781;Tasa de mortalidad atribuida a intoxicaciones involuntarias, desglosada por sexo (en número de muertes por cada 100.000 habitantes) SH_STA_POISN;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.9.3 Tasa de mortalidad atribuida a intoxicaciones involuntarias;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.9 De aquí a 2030, reducir considerablemente el número de muertes y enfermedades causadas por productos químicos peligrosos y por la polución y contaminación del aire, el agua y el suelo > INDICADOR 3.9.3 Tasa de mortalidad atribuida a intoxicaciones involuntarias;Por cada 100.000 habitantes;21;2000;2021;0.6;Jun  1 2026  5:53PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3781/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3785;Proporción de la población diana que recibió 3 dosis de la vacuna contra la difteria, tétanos y tos ferina (DTP3) (%) SH_ACS_DTP3;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.b.1 Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.b Apoyar las actividades de investigación y desarrollo de vacunas y medicamentos contra las enfermedades transmisibles y no transmisibles que afectan primordialmente a los países en desarrollo y facilitar el acceso a medicamentos y vacunas esenciales asequibles de conformidad con la Declaración relativa al Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio y la Salud Pública, en la que se afirma el derecho de los países en desarrollo a utilizar al máximo las disposiciones del Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio respecto a la flexibilidad para proteger la salud pública y, en particular, proporcionar acceso a los medicamentos para todos > INDICADOR 3.b.1 Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional;Porcentaje;25;2000;2024;62.0;Jun  1 2026  5:59PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3785/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3787;Proporción de la población diana que recibió una 3ª dosis de la vacuna antineumocócica conjugada (PCV3) (%) SH_ACS_PCV3;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.b.1 Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.b Apoyar las actividades de investigación y desarrollo de vacunas y medicamentos contra las enfermedades transmisibles y no transmisibles que afectan primordialmente a los países en desarrollo y facilitar el acceso a medicamentos y vacunas esenciales asequibles de conformidad con la Declaración relativa al Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio y la Salud Pública, en la que se afirma el derecho de los países en desarrollo a utilizar al máximo las disposiciones del Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio respecto a la flexibilidad para proteger la salud pública y, en particular, proporcionar acceso a los medicamentos para todos > INDICADOR 3.b.1 Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional;Porcentaje;10;2015;2024;0.0;Jun  1 2026  5:43PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3787/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3786;Proporción de la población objetivo que recibió la segunda dosis de la vacuna contra el sarampión (MCV2) (%) SH_ACS_MCV2;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.b.1 Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.b Apoyar las actividades de investigación y desarrollo de vacunas y medicamentos contra las enfermedades transmisibles y no transmisibles que afectan primordialmente a los países en desarrollo y facilitar el acceso a medicamentos y vacunas esenciales asequibles de conformidad con la Declaración relativa al Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio y la Salud Pública, en la que se afirma el derecho de los países en desarrollo a utilizar al máximo las disposiciones del Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio respecto a la flexibilidad para proteger la salud pública y, en particular, proporcionar acceso a los medicamentos para todos > INDICADOR 3.b.1 Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional;Porcentaje;16;2009;2024;51.0;Jun  1 2026  5:54PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3786/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4195;Total de asistencia oficial para el desarrollo destinado a los sectores de la investigación médica y la atención sanitaria básica (desembolsos brutos) desglosado por país receptor (en millones de dólares estadounidenses constantes de 2023) DC_TOF_HLTHL;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.b.2 Total neto de asistencia oficial para el desarrollo destinado a los sectores de la investigación médica y la atención sanitaria básica;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.b Apoyar las actividades de investigación y desarrollo de vacunas y medicamentos contra las enfermedades transmisibles y no transmisibles que afectan primordialmente a los países en desarrollo y facilitar el acceso a medicamentos y vacunas esenciales asequibles de conformidad con la Declaración relativa al Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio y la Salud Pública, en la que se afirma el derecho de los países en desarrollo a utilizar al máximo las disposiciones del Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio respecto a la flexibilidad para proteger la salud pública y, en particular, proporcionar acceso a los medicamentos para todos > INDICADOR 3.b.2 Total neto de asistencia oficial para el desarrollo destinado a los sectores de la investigación médica y la atención sanitaria básica;En millones de dólares estadounidenses constantes;24;2000;2023;57.012872;Jun  1 2026  5:55PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4195/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4194;Total de asistencia oficial para el desarrollo destinado a los sectores de la investigación médica y la atención sanitaria básica (desembolsos netos) desglosado por país receptor (en millones de dólares estadounidenses constantes de 2023) DC_TOF_HLTHNT;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.b.2 Total neto de asistencia oficial para el desarrollo destinado a los sectores de la investigación médica y la atención sanitaria básica;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.b Apoyar las actividades de investigación y desarrollo de vacunas y medicamentos contra las enfermedades transmisibles y no transmisibles que afectan primordialmente a los países en desarrollo y facilitar el acceso a medicamentos y vacunas esenciales asequibles de conformidad con la Declaración relativa al Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio y la Salud Pública, en la que se afirma el derecho de los países en desarrollo a utilizar al máximo las disposiciones del Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio respecto a la flexibilidad para proteger la salud pública y, en particular, proporcionar acceso a los medicamentos para todos > INDICADOR 3.b.2 Total neto de asistencia oficial para el desarrollo destinado a los sectores de la investigación médica y la atención sanitaria básica;En millones de dólares estadounidenses constantes;14;2010;2023;57.0129;Jun  1 2026  5:46PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4194/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3788;Densidad del personal sanitario, desglosado por tipo de ocupación (por cada 10.000 habitantes) SH_MED_DEN;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.c.1 Densidad y distribución del personal sanitario;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.c Aumentar considerablemente la financiación de la salud y la contratación, el perfeccionamiento, la capacitación y la retención del personal sanitario en los países en desarrollo, especialmente en los países menos adelantados y los pequeños Estados insulares en desarrollo > INDICADOR 3.c.1 Densidad y distribución del personal sanitario;Por cada 10.000 habitantes;7;2001;2018;20.03;Jun  1 2026  6:11PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3788/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4088;Distribución del personal sanitario, por sexo y tipo de ocupación (%) SH_MED_HWRKDIS;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.c.1 Densidad y distribución del personal sanitario;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.c Aumentar considerablemente la financiación de la salud y la contratación, el perfeccionamiento, la capacitación y la retención del personal sanitario en los países en desarrollo, especialmente en los países menos adelantados y los pequeños Estados insulares en desarrollo > INDICADOR 3.c.1 Densidad y distribución del personal sanitario;Porcentaje;2;2018;2018;12.8;Jun  1 2026  5:50PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4088/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3789;Capacidad prevista en el Reglamento Sanitario Internacional (RSI), desglosada por tipo de capacidad (en porcentajes) SH_IHR_CAPS;"Objetivos de Desarrollo Sostenible
";INDICADOR 3.d.1 Capacidad prevista en el Reglamento Sanitario Internacional (RSI) y preparación para emergencias de salud;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 3. Garantizar una vida sana y promover el bienestar de todos a todas las edades > META 3.d Reforzar la capacidad de todos los países, en particular los países en desarrollo, en materia de alerta temprana, reducción de riesgos y gestión de los riesgos para la salud nacional y mundial > INDICADOR 3.d.1 Capacidad prevista en el Reglamento Sanitario Internacional (RSI) y preparación para emergencias de salud;Porcentaje;191;2011;2024;50.0;Jun  1 2026  6:44PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3789/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4196;Tasa de finalización, por sexo, ubicación, quintil de riqueza y nivel educativo (%) SE_TOT_CPLR;"Objetivos de Desarrollo Sostenible
";INDICADOR 4.1.2 	Tasa de finalización (educación primaria, educación secundaria inferior y educación secundaria superior);Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 4. Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos > META 4.1 De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos > INDICADOR 4.1.2 	Tasa de finalización (educación primaria, educación secundaria inferior y educación secundaria superior);Porcentaje;810;2000;2014;79.6;Jun  1 2026  8:25PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4196/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3793;Tasa de participación en el aprendizaje organizado (un año antes de la edad oficial de ingreso en la enseñanza primaria), desglosada por sexo (en porcentajes) SE_PRE_PARTN;"Objetivos de Desarrollo Sostenible
";INDICADOR 4.2.2 Tasa de participación en el aprendizaje organizado (un año antes de la edad oficial de ingreso en la educación primaria), desglosada por sexo;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 4. Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos > META 4.2 De aquí a 2030, asegurar que todas las niñas y todos los niños tengan acceso a servicios de atención y desarrollo en la primera infancia y educación preescolar de calidad, a fin de que estén preparados para la enseñanza primaria > INDICADOR 4.2.2 Tasa de participación en el aprendizaje organizado (un año antes de la edad oficial de ingreso en la educación primaria), desglosada por sexo;Porcentaje;48;2000;2017;85.23355;Jun  1 2026  6:14PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3793/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3794;Tasa de participación en la enseñanza y formación académica y no académica, desglosada por sexo (en porcentajes) SE_ADT_EDUCTRN;"Objetivos de Desarrollo Sostenible
";INDICADOR 4.3.1 Tasa de participación de jóvenes y adultos en la educación y formación académica y no académica en los últimos 12 meses, desglosada por sexo;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 4. Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos > META 4.3 De aquí a 2030, asegurar el acceso igualitario de todos los hombres y las mujeres a una formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria > INDICADOR 4.3.1 Tasa de participación de jóvenes y adultos en la educación y formación académica y no académica en los últimos 12 meses, desglosada por sexo;Porcentaje;91;2005;2017;0.68413;Jun  1 2026  6:35PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3794/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);99;Tasa bruta de matrícula de nivel terciario, por sexo;Estadísticas e Indicadores Sociales;Educación;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 4. Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos > META 4.3 De aquí a 2030, asegurar el acceso igualitario de todos los hombres y las mujeres a una formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria > INDICADOR C-4.3 Tasa bruta de matrícula de educación superior, desglosada por sexo;Porcentaje;43;1971;2009;78.2699203491211;Apr  2 2026 12:48PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/99/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);3795;Proporción de jóvenes y adultos con competencias en tecnología de la información y las comunicaciones (TIC), desglosada por sexo y tipo de competencia (en porcentajes) SE_ADT_ACTS;"Objetivos de Desarrollo Sostenible
";INDICADOR 4.4.1 Proporción de jóvenes y adultos con competencias en tecnología de la información y las comunicaciones (TIC), desglosada por tipo de competencia;Clasificación temática general > Temas transversales > Objetivos de Desarrollo Sostenible (ODS) > OBJETIVO 4. Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos > META 4.4 De aquí a 2030, aumentar considerablemente el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento > INDICADOR 4.4.1 Proporción de jóvenes y adultos con competencias en tecnología de la información y las comunicaciones (TIC), desglosada por tipo de competencia;Porcentaje;45;2012;2012;23.3;Jun  1 2026  7:13PM;Con datos;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/3795/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
