País;Código país;Indicador;Código indicador;Descripción indicador;Frecuencia;Periodo;Año;Valor;Unidad;Escala;Decimales;Tipo dato;Fecha actualización país;Fuente;URL fuente
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2006;2006;39.266632;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2007;2007;35.949426;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2008;2008;34.879414;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2009;2009;33.269498;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2010;2010;31.098679;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2011;2011;39.36064;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2012;2012;38.007058;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2013;2013;36.450717;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2014;2014;31.606589;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2015;2015;22.948336;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2016;2016;19.685905;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2017;2017;21.766411;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2018;2018;37.860539;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2019;2019;21.021934;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2020;2020;11.159197;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2021;2021;13.130422;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2022;2022;15.139132;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2023;2023;13.121074;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2024;2024;17.51595;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Expenditure, General government, Percent of GDP;GGX_NGDP;Expenditure refers to the total outflow of resources, including payments, purchases, and transfers, made by a government entity during a specific period to fulfill its various functions and obligations. It encompasses spending on goods and services, wages and salaries, social benefits, debt servicing, infrastructure investments, and other government programs and activities. Expenditure represents the utilization of government funds to provide public services, maintain infrastructure, implement policies, and meet financial obligations. Monitoring expenditure patterns and allocations provides insight into government priorities, policy objectives, and fiscal sustainability.  Central, state, and local governments, including their agencies and departments. Value expressed as a percent of the Gross Domestic Product (GDP) of a country. A ratio expressed as a fraction of 100.;Annual;2025;2025;20.293852;Percent;0;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1980;1980;14951741.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1981;1981;15409650.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1982;1982;15867560.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1983;1983;16315514.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1984;1984;16773425.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1985;1985;17241288.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1986;1986;17450335.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1987;1987;17888334.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1988;1988;18336290.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1989;1989;18784245.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1990;1990;19411381.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1991;1991;19879245.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1992;1992;20347110.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1993;1993;20814973.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1994;1994;21282837.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1995;1995;21750702.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1996;1996;22218565.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1997;1997;22676476.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1998;1998;23130005.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;1999;1999;23592606.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2000;2000;24394145.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2001;2001;24802885.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2002;2002;25212127.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2003;2003;25622082.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2004;2004;26032946.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2005;2005;26444921.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2006;2006;26858165.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2007;2007;27272712.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2008;2008;27688638.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2009;2009;28105913.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2010;2010;28524411.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2011;2011;28944070.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2012;2012;29365451.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2013;2013;29786263.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2014;2014;30206307.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2015;2015;30620000.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2016;2016;30713611.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2017;2017;30442274.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2018;2018;28903451.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2019;2019;27817079.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2020;2020;27950884.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2021;2021;27586295.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
Venezuela, República Bolivariana de;VEN;Population, Persons for countries / Index for country groups;LP;The total number of people living in a specific area or country. Persons for countries / Index for country groups;Annual;2022;2022;26917330.0;;6;3;Overlapping Indicator;9/16/2025;FMI - World Economic Outlook;https://data.imf.org/en/datasets/IMF.RES:WEO
