Fuente;País;Frecuencia;Código indicador;Indicador;Tema;Base de datos;Dimensiones disponibles;Número de series;Número de registros;Primer periodo;Último periodo;Último periodo con dato;Último valor disponible;Última actualización OIT;Archivo datos comprimidos
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_OCU_NB;Asalariados según sexo y ocupación (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, ocupación;78;495;2005;2020;2020;7516.866;30/08/2026 07:21:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_2EET_SEX_NB;NINI: Jóvenes que no están ocupados, ni estudian ni reciben formación según sexo -- Estimaciones modeladas de la OIT, Nov. 2025 (millares);Desempleo y subutilización de la fuerza de trabajo;Estimaciones Modeladas por la OIT (ILOEST);sexo;3;69;2005;2027;2027;1268.899;02/12/2025 10:32:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_2EET_SEX_RT;Tasa de NINI: Proporción de jóvenes que no están ocupados, ni estudian ni reciben formación según sexo -- Estimaciones modeladas de la OIT, Nov. 2025 (%);Desempleo y subutilización de la fuerza de trabajo;Estimaciones Modeladas por la OIT (ILOEST);sexo;3;69;2005;2027;2027;23.988;02/12/2025 10:34:13;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_2EIP_SEX_AGE_NB;Personas fuera de la fuerza de trabajo según sexo y edad -- Estimaciones modeladas de la OIT, Nov. 2025 (millares);Desempleo y subutilización de la fuerza de trabajo;Estimaciones Modeladas por la OIT (ILOEST);sexo, edad;27;1026;1990;2027;2027;10601.347;02/12/2025 16:36:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_2WAP_SEX_AGE_RT;Tasa de inactividad según sexo y edad -- Estimaciones modeladas de la OIT, Nov. 2025 (%);Desempleo y subutilización de la fuerza de trabajo;Estimaciones Modeladas por la OIT (ILOEST);sexo, edad;27;1026;1990;2027;2027;48.347;02/12/2025 16:36:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_3EET_SEX_AGE_NB;NINI: Jóvenes que no están ocupados, ni estudian ni reciben formación según sexo y edad (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad;12;120;2005;2017;2017;1835.529;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_3EET_SEX_AGE_RT;Tasa de NINI: Proporción de jóvenes que no están ocupados, ni estudian ni reciben formación según sexo y edad (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad;12;120;2005;2017;2017;22.977;30/08/2026 07:31:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_3EIP_SEX_AGE_EDU_NB;Jóvenes fuera de la fuerza de trabajo según sexo, edad y educación (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, educación;72;636;2005;2017;2017;3724.532;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_3EIP_SEX_AGE_STU_NB;Jóvenes fuera de la fuerza de trabajo según sexo, edad y estado de la asistencia escolar (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, asistencia a la escuela o formación;48;441;2005;2017;2017;3724.532;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_3WAP_SEX_AGE_EDU_RT;Tasa de inactividad juvenil según sexo, edad y educación (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, educación;72;629;2005;2017;2017;46.624;02/09/2026 13:46:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_3WAP_SEX_AGE_STU_RT;Tasa de inactividad juvenil según sexo, edad y estado de la asistencia escolar (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, asistencia a la escuela o formación;48;433;2005;2017;2017;46.624;30/08/2026 07:31:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_DWAP_SEX_AGE_EDU_RT;Tasa de inactividad según sexo, edad y educación (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, edad, educación;768;6695;2005;2017;2017;33.593;02/09/2026 13:41:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_DWAP_SEX_AGE_GEO_RT;Tasa de inactividad según sexo, edad y zonas rurales / urbanas (%);Desempleo y subutilización de la fuerza de trabajo;Mercados Laborales Rurales y Urbanos (RURBAN);sexo, edad, zonas rurales/urbanes;9;18;2011;2012;2012;42.852;27/08/2026 07:10:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_DWAP_SEX_AGE_MTS_RT;Tasa de inactividad según sexo, edad y estado civil (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad, estado civil;528;5148;2005;2017;2017;33.593;27/08/2026 07:03:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_DWAP_SEX_AGE_RT;Tasa de inactividad según sexo y edad (%);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;168;1512;1961;2020;2020;40.116;02/09/2026 13:44:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_DWAP_SEX_EDU_MTS_RT;Tasa de inactividad según sexo, educación y estado civil (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación, estado civil;528;4455;2005;2017;2017;33.593;27/08/2026 07:02:12;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_DWAP_SEX_EDU_RT;Tasa de inactividad según sexo y educación (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación;48;429;2005;2017;2017;33.593;02/09/2026 13:41:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_DWAP_SEX_MTS_RT;Tasa de inactividad según sexo y estado civil (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;330;2005;2017;2017;33.593;27/08/2026 07:03:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_NEET_SEX_AGE_NB;NINI: Jóvenes que no están ocupados, ni estudian ni reciben formación según sexo y edad (millares);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;9;90;2005;2017;2017;1231.334;11/08/2026 11:43:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_NEET_SEX_AGE_RT;Tasa de NINI: Proporción de jóvenes que no están ocupados, ni estudian ni reciben formación según sexo y edad (%);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;9;90;2005;2017;2017;22.847;11/08/2026 11:43:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_NEET_SEX_EDU_NB;NINI: Jóvenes que no están ocupados, ni estudian ni reciben formación según sexo y educación (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación;18;162;2005;2017;2017;1231.334;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_NEET_SEX_EDU_RT;Tasa de NINI: Proporción de jóvenes que no están ocupados, ni estudian ni reciben formación según sexo y educación (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación;18;160;2005;2017;2017;22.847;02/09/2026 13:41:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_NEET_SEX_MTS_NB;NINI: Jóvenes que no están ocupados, ni estudian ni reciben formación según sexo y estado civil (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;324;2005;2017;2017;1231.334;01/09/2026 07:04:12;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_NEET_SEX_MTS_RT;Tasa de NINI: Proporción de jóvenes que no están ocupados, ni estudian ni reciben formación según sexo y estado civil (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;316;2005;2017;2017;22.847;27/08/2026 07:03:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_NEET_SEX_NB;NINI: NINI: Jóvenes que no están ocupados, ni estudian ni reciben formación según sexo (millares);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo;3;33;2005;2020;2020;1886.674;01/09/2026 07:09:15;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_NEET_SEX_RT;Tasa de NINI: Tasa de NINI: Proporción de jóvenes que no están ocupados, ni estudian ni reciben formación según sexo (%);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo;3;33;2005;2020;2020;37.13;02/09/2026 13:44:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_RCAR_SEX_AGE_RT;Proporción de personas fuera de la fuerza de trabajo debido a responsabilidades de cuidado según sexo y edad (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad;15;135;2006;2017;2017;45.851;25/08/2026 07:07:22;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_RCAR_SEX_EDU_RT;Proporción de personas fuera de la fuerza de trabajo debido a responsabilidades de cuidado según sexo y educación (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, educación;18;142;2006;2017;2017;45.851;25/08/2026 07:07:22;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_RCAR_SEX_RT;Proporción de personas fuera de la fuerza de trabajo debido a responsabilidades de cuidado según sexo (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo;3;27;2006;2017;2017;45.851;25/08/2026 07:07:22;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_TEIP_SEX_AGE_EDU_NB;Personas fuera de la fuerza de trabajo según sexo, edad y educación (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, edad, educación;768;6695;2005;2017;2017;7767.628;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_TEIP_SEX_AGE_GEO_NB;Personas fuera de la fuerza de trabajo según sexo, edad y zonas rurales / urbanas (millares);Desempleo y subutilización de la fuerza de trabajo;Mercados Laborales Rurales y Urbanos (RURBAN);sexo, edad, zonas rurales/urbanes;9;18;2011;2012;2012;10251.236;27/08/2026 07:10:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_TEIP_SEX_AGE_MTS_NB;Personas fuera de la fuerza de trabajo según sexo, edad y estado civil (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad, estado civil;528;5148;2005;2017;2017;7767.628;01/09/2026 07:04:12;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_TEIP_SEX_AGE_NB;Personas fuera de la fuerza de trabajo según sexo y edad (millares);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;168;1508;1961;2020;2020;9816.928;01/09/2026 07:09:15;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_TEIP_SEX_EDU_MTS_NB;Personas fuera de la fuerza de trabajo según sexo, educación y estado civil (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación, estado civil;528;4455;2005;2017;2017;7767.628;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_TEIP_SEX_EDU_NB;Personas fuera de la fuerza de trabajo según sexo y educación (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación;48;429;2005;2017;2017;7767.628;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_TEIP_SEX_MTS_NB;Personas fuera de la fuerza de trabajo según sexo y estado civil (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;330;2005;2017;2017;7767.628;01/09/2026 07:04:12;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EIP_WDIS_SEX_AGE_NB;Buscadores desalentados según sexo y edad (millares);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;48;170;2009;2012;2012;45.533;01/09/2026 07:09:15;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_2EMP_AGE_STE_NB;Ocupación según edad y situación en la ocupación -- Estimaciones modeladas de la OIT, Nov. 2025 (millares);Ocupación;Estimaciones Modeladas por la OIT (ILOEST);edad, situación en el empleo;24;840;1991;2025;2025;10528.335;02/12/2025 17:16:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_2EMP_SEX_AGE_CLA_NB;Ocupación según sexo, edad y clase económica -- Estimaciones modeladas de la OIT, Nov. 2025 (millares);Pobreza laboral;Estimaciones Modeladas por la OIT (ILOEST);sexo, edad, clase económica;54;1794;1991;2025;2025;10528.334;02/12/2025 17:16:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_2EMP_SEX_AGE_NB;Ocupación según sexo y edad -- Estimaciones modeladas de la OIT, Nov. 2025 (millares);Ocupación;Estimaciones Modeladas por la OIT (ILOEST);sexo, edad;9;333;1991;2027;2027;10677.03;02/12/2025 12:33:47;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_2EMP_SEX_ECO_NB;Ocupación según sexo y actividad económica -- Estimaciones modeladas de la OIT, Nov. 2025 (millares);Ocupación;Estimaciones Modeladas por la OIT (ILOEST);sexo, actividad económica;81;2835;1991;2025;2025;10528.336;04/03/2026 06:40:00;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_2EMP_SEX_OCU_NB;Ocupación según sexo y ocupación -- Estimaciones modeladas de la OIT, Nov. 2025 (millares);Ocupación;Estimaciones Modeladas por la OIT (ILOEST);sexo, ocupación;27;945;1991;2025;2025;10528.334;04/03/2026 05:48:58;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_2EMP_SEX_STE_NB;Ocupación según sexo y situación en la ocupación -- Estimaciones modeladas de la OIT, Nov. 2025 (millares);Ocupación;Estimaciones Modeladas por la OIT (ILOEST);sexo, situación en el empleo;24;840;1991;2025;2025;10528.335;02/12/2025 16:36:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_2FTE_SEX_JBF_NB;Ocupación equivalente a tiempo completo según sexo - Estimaciones modeladas de la OIT, Nov. 2025 (millares);Ocupación;Estimaciones Modeladas por la OIT (ILOEST);sexo, equivalencia a tiempo completo;6;138;2005;2027;2027;10198.925;02/12/2025 11:52:20;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_2TRU_SEX_AGE_NB;Personas en subocupación por insuficiencia de tiempo de trabajo según sexo y edad -- Estimaciones modeladas de la OIT, Nov. 2025 (millares);Desempleo y subutilización de la fuerza de trabajo;Estimaciones Modeladas por la OIT (ILOEST);sexo, edad;9;207;2005;2027;2027;712.027;02/12/2025 11:54:28;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_2TRU_SEX_AGE_RT;Tasa de subocupación por insuficiencia de tiempo de trabajo según sexo y edad -- Estimaciones modeladas de la OIT, Nov. 2025 (%);Desempleo y subutilización de la fuerza de trabajo;Estimaciones Modeladas por la OIT (ILOEST);sexo, edad;9;207;2005;2027;2027;6.669;02/12/2025 11:56:25;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_2WAP_SEX_AGE_RT;Razón ocupación-población en edad de trabajar según sexo y edad -- Estimaciones modeladas de la OIT, Nov. 2025 (%);Ocupación;Estimaciones Modeladas por la OIT (ILOEST);sexo, edad;9;333;1991;2027;2027;48.692;02/12/2025 12:33:47;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_3EMP_SEX_AGE_ECO_NB;Ocupación de los jóvenes según sexo, edad y actividad económica (millares);Ocupación;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, actividad económica;393;3879;2005;2017;2017;3835.38;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_3EMP_SEX_AGE_EDU_NB;Ocupación de los jóvenes según sexo, edad y educación (millares);Ocupación;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, educación;72;642;2005;2017;2017;3835.38;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_3EMP_SEX_AGE_HOW_NB;Ocupación de los jóvenes según sexo, edad y por horas semanales efectivamente trabajadas (millares);Ocupación;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, horas semanales efectivamente trabajadas;108;1011;2005;2017;2017;3835.38;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_3EMP_SEX_AGE_JBT_NB;Ocupación de los jóvenes según sexo, edad y ordenamiento del tiempo de trabajo (millares);Ocupación;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, ordenamiento del tiempo de trabajo;36;360;2005;2017;2017;3835.38;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_3EMP_SEX_AGE_OCU_NB;Ocupación de los jóvenes según sexo, edad y ocupación (millares);Ocupación;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, ocupación;180;1800;2005;2017;2017;3835.38;30/08/2026 07:31:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_3EMP_SEX_AGE_STE_NB;Ocupación de los jóvenes según sexo, edad y situación en la ocupación (millares);Ocupación;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, situación en el empleo;132;1278;2005;2017;2017;3835.38;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_3EMP_SEX_AGE_STU_NB;Ocupación de los jóvenes según sexo, edad y estado de la asistencia escolar (millares);Ocupación;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, asistencia a la escuela o formación;48;426;2005;2017;2017;3835.38;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_3IFL_SEX_AGE_RT;Tasa de la ocupación informal juvenil según sexo y edad (%);Economía informal;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad;12;12;2017;2017;2017;66.188;30/08/2026 07:31:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_3WAP_SEX_AGE_EDU_RT;Razón ocupación-población en edad de trabajar para los jóvenes según sexo, edad y educación (%);Ocupación;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, educación;72;633;2005;2017;2017;48.011;02/09/2026 13:46:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_3WAP_SEX_AGE_STU_RT;Razón ocupación-población en edad de trabajar para los jóvenes según sexo, edad y estado de la asistencia escolar (%);Ocupación;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, asistencia a la escuela o formación;48;419;2005;2017;2017;48.011;30/08/2026 07:31:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_DWAP_SEX_AGE_EDU_RT;Razón ocupación-población en edad de trabajar según sexo, edad y educación (%);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, edad, educación;768;6741;2005;2017;2017;63.056;02/09/2026 13:41:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_DWAP_SEX_AGE_GEO_RT;Razón ocupación-población en edad de trabajar según sexo, edad y zonas rurales / urbanas (%);Ocupación;Mercados Laborales Rurales y Urbanos (RURBAN);sexo, edad, zonas rurales/urbanes;9;18;2011;2012;2012;52.85;27/08/2026 07:10:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_DWAP_SEX_AGE_MTS_RT;Razon ocupación-poblacion en edad de trabajar según sexo, edad y estado civil (%);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad, estado civil;528;5189;2005;2017;2017;63.056;27/08/2026 07:03:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_DWAP_SEX_AGE_RT;Razón ocupación-población en edad de trabajar según sexo y edad (%);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;168;1120;1975;2020;2020;55.377;02/09/2026 13:44:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_DWAP_SEX_EDU_MTS_RT;Razon ocupación-poblacion en edad de trabajar según sexo, educación y estado civil (%);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, educación, estado civil;522;4434;2005;2017;2017;63.056;27/08/2026 07:02:12;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_DWAP_SEX_EDU_RT;Razón ocupación-población en edad de trabajar según sexo y educación (%);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, educación;48;432;2005;2017;2017;63.056;02/09/2026 13:41:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_DWAP_SEX_MTS_RT;Razon ocupación-poblacion en edad de trabajar según sexo y estado civil (%);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;330;2005;2017;2017;63.056;27/08/2026 07:03:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_NIFL_AGE_EC2_NB;Ocupación informal según edad y actividad económica - nivel 2 de la CIIU (millares);Economía informal;Estadísticas sobre la Fuerza Laboral (LFS);edad, actividad económica - nivel 2 de la ciiu;144;144;2017;2017;2017;8501.756;30/08/2026 07:21:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_NIFL_AGE_EC2_RT;Tasa de la ocupación informal según edad y actividad económica - nivel 2 de la CIIU (%);Economía informal;Estadísticas sobre la Fuerza Laboral (LFS);edad, actividad económica - nivel 2 de la ciiu;144;144;2017;2017;2017;58.31;30/08/2026 07:21:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_NIFL_ECO_OCU_NB;Ocupación informal según actividad económica y ocupación (millares);Economía informal;Estadísticas sobre la Fuerza Laboral (LFS);actividad económica, ocupación;407;407;2017;2017;2017;8501.756;30/08/2026 07:21:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_NIFL_ECO_OCU_RT;Tasa de la ocupación informal según actividad económica y ocupación (%);Economía informal;Estadísticas sobre la Fuerza Laboral (LFS);actividad económica, ocupación;407;407;2017;2017;2017;58.31;30/08/2026 07:21:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_NIFL_SEX_AGE_ECO_NB;Ocupación informal según sexo, edad y actividad económica (millares);Economía informal;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad, actividad económica;1170;1170;2017;2017;2017;8501.756;30/08/2026 07:21:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EMP_NIFL_SEX_AGE_ECO_RT;Tasa de la ocupación informal según sexo, edad y actividad económica (%);Economía informal;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad, actividad económica;1073;1073;2017;2017;2017;58.31;30/08/2026 07:21:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
