Fuente;País;Frecuencia;Código indicador;Indicador;Tema;Base de datos;Dimensiones disponibles;Número de series;Número de registros;Primer periodo;Último periodo;Último periodo con dato;Último valor disponible;Última actualización OIT;Archivo datos comprimidos
OIT - ILOSTAT;Venezuela;Anual;CCF_XOXR_CUR_RT;Tipo de cambio oficial, UML por dólar estadounidense;Precios y factores de conversión;Precios, Costos y Conversiones de Moneda (PRICES);divisa;1;29;1989;2017;2017;9.975;06/08/2026 07:37:36;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CCF_XPPP_CUR_RT;Factor de conversión PPA para el consumo privado, unidades de moneda local por dólar internacional;Precios y factores de conversión;Precios, Costos y Conversiones de Moneda (PRICES);divisa;1;4;2008;2011;2011;0.0;30/08/2026 07:26:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_2POP_SEX_AGE_NB;Población infantil según sexo y edad -- estimaciones y proyecciones de la ONU, Julio 2024 (millares);Trabajo infantil;Estimaciones Modeladas por la OIT (ILOEST);sexo, edad;12;492;1990;2030;2030;6516.833;10/04/2026 10:03:27;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_TPOP_SEX_AGE_NB;Población infantil según sexo y edad (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad;6;6;2017;2017;2017;1664.747;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_TPOP_SEX_AGE_STU_NB;Población infantil según sexo, edad y estado de la asistencia escolar (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, asistencia a la escuela o formación;24;24;2017;2017;2017;1664.747;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XCHL_SEX_AGE_ECO_NB;Niños en trabajo infantil según sexo, edad y actividad económica (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, actividad económica;36;36;2017;2017;2017;114.424;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XCHL_SEX_AGE_NB;Niños en trabajo infantil según sexo y edad (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad;6;6;2017;2017;2017;114.424;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XCHL_SEX_AGE_RT;Porcentaje de niños en trabajo infantil según sexo y edad (%);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad;6;6;2017;2017;2017;6.873;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XCHL_SEX_AGE_STE_NB;Niños en trabajo infantil según sexo, edad y situación en la ocupación (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, situación en el empleo;42;42;2017;2017;2017;114.424;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XCHL_SEX_AGE_STU_NB;Niños en trabajo infantil según sexo, edad y estado de la asistencia escolar (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, asistencia a la escuela o formación;18;18;2017;2017;2017;114.424;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XCHL_SEX_AGE_STU_RT;Porcentaje de niños en trabajo infantil según sexo, edad y estado de la asistencia escolar (%);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, asistencia a la escuela o formación;18;18;2017;2017;2017;6.873;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XGPB_SEX_AGE_RT;Porcentaje de niños en trabajo infantil -- producción general según sexo y edad (%);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad;6;6;2017;2017;2017;6.873;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XGPB_SEX_AGE_STU_RT;Porcentaje de niños en trabajo infantil -- producción general según sexo, edad y estado de la asistencia escolar (%);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, asistencia a la escuela o formación;18;18;2017;2017;2017;6.873;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XHAZ_SEX_AGE_ECO_NB;Niños en trabajo peligroso según sexo, edad y actividad económica (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, actividad económica;36;36;2017;2017;2017;28.211;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XHAZ_SEX_AGE_NB;Niños en trabajo peligroso según sexo y edad (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad;6;6;2017;2017;2017;28.211;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XHAZ_SEX_AGE_RT;Porcentaje de niños en trabajo peligroso según sexo y edad (%);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad;6;6;2017;2017;2017;1.695;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XHAZ_SEX_AGE_STE_NB;Niños en trabajo peligroso según sexo, edad y situación en la ocupación (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, situación en el empleo;39;39;2017;2017;2017;28.211;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XHAZ_SEX_AGE_STU_NB;Niños en trabajo peligroso según sexo, edad y estado de la asistencia escolar (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, asistencia a la escuela o formación;18;18;2017;2017;2017;28.211;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XHAZ_SEX_AGE_STU_RT;Porcentaje de niños en trabajo peligroso según sexo, edad y estado de la asistencia escolar (%);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, asistencia a la escuela o formación;18;18;2017;2017;2017;1.695;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XSNA_SEX_AGE_ECO_NB;Niños ocupados en la producción económica según sexo, edad y actividad económica (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, actividad económica;36;36;2017;2017;2017;120.439;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XSNA_SEX_AGE_NB;Niños ocupados en la producción económica según sexo y edad (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad;6;6;2017;2017;2017;120.439;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XSNA_SEX_AGE_RT;Porcentaje de niños ocupados en actividades económicas según sexo y edad (%);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad;6;6;2017;2017;2017;7.235;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XSNA_SEX_AGE_STE_NB;Niños ocupados en la producción económica según sexo, edad y situación en la ocupación (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, situación en el empleo;42;42;2017;2017;2017;120.439;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XSNA_SEX_AGE_STU_NB;Niños ocupados en la producción económica según sexo, edad y estado de la asistencia escolar (millares);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, asistencia a la escuela o formación;18;18;2017;2017;2017;120.439;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CLD_XSNA_SEX_AGE_STU_RT;Porcentaje de niños ocupados en actividades económicas según sexo, edad y estado de la asistencia escolar (%);Trabajo infantil;Estadísticas de Trabajo Infantil (CHILD);sexo, edad, asistencia a la escuela o formación;18;18;2017;2017;2017;7.235;11/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CPI_NCYR_COI_RT;IPC: Índice nacional de precios al consumidor, porcentaje de variación con respecto al año anterior según CCIF (%);Precios y factores de conversión;Precios, Costos y Conversiones de Moneda (PRICES);ccif;1;6;2011;2016;2016;254.95;23/08/2026 07:14:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;CPI_XCPI_COI_RT;IPC: Índice nacional de precios al consumidor, año base 2017 = 100 según CCIF;Precios y factores de conversión;Precios, Costos y Conversiones de Moneda (PRICES);ccif;1;7;2010;2016;2016;5184.14;23/08/2026 07:14:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_2EAP_SEX_AGE_NB;Fuerza de trabajo según sexo y edad -- Estimaciones modeladas de la OIT, Nov. 2025 (millares);Fuerza de trabajo;Estimaciones Modeladas por la OIT (ILOEST);sexo, edad;27;1026;1990;2027;2027;11326.332;02/12/2025 16:36:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_2WAP_SEX_AGE_RT;Tasa de participación en la fuerza de trabajo según sexo y edad -- Estimaciones modeladas de la OIT, Nov. 2025 (%);Fuerza de trabajo;Estimaciones Modeladas por la OIT (ILOEST);sexo, edad;27;1026;1990;2027;2027;51.653;02/12/2025 16:36:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_3EAP_SEX_AGE_EDU_NB;Fuerza de trabajo juvenil según sexo, edad y educación (millares);Fuerza de trabajo;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, educación;72;645;2005;2017;2017;4263.983;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_3EAP_SEX_AGE_STU_NB;Fuerza de trabajo juvenil según sexo, edad y estado de la asistencia escolar (millares);Fuerza de trabajo;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, asistencia a la escuela o formación;48;426;2005;2017;2017;4263.983;01/09/2026 07:14:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_3WAP_SEX_AGE_EDU_RT;Tasa de participación en la fuerza de trabajo de los jóvenes según sexo, edad y educación (%);Fuerza de trabajo;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, educación;72;635;2005;2017;2017;53.376;02/09/2026 13:46:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_3WAP_SEX_AGE_STU_RT;Tasa de participación en la fuerza de trabajo de los jóvenes según sexo, edad y estado de la asistencia escolar (%);Fuerza de trabajo;Indicadores del Mercado Laboral Juvenil (YouthSTATS);sexo, edad, asistencia a la escuela o formación;48;420;2005;2017;2017;53.376;30/08/2026 07:31:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_DWAP_SEX_AGE_EDU_RT;Tasa de participación en la fuerza de trabajo según sexo, edad y educación (%);Fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, edad, educación;768;6744;2005;2017;2017;66.407;02/09/2026 13:41:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_DWAP_SEX_AGE_GEO_RT;Tasa de participación en la fuerza de trabajo según sexo, edad y zonas rurales / urbanas (%);Fuerza de trabajo;Mercados Laborales Rurales y Urbanos (RURBAN);sexo, edad, zonas rurales/urbanes;9;18;2011;2012;2012;57.15;27/08/2026 07:10:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_DWAP_SEX_AGE_MTS_RT;Tasa de participacion en la fuerza de trabajo según sexo y estado civil (%);Fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad, estado civil;528;5192;2005;2017;2017;66.407;27/08/2026 07:03:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_DWAP_SEX_AGE_RT;Tasa de participación en la fuerza de trabajo según sexo y edad (%);Fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;168;1515;1961;2020;2020;59.884;02/09/2026 13:44:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_DWAP_SEX_EDU_MTS_RT;Tasa de participación en la fuerza de trabajo según sexo, educación y estado civil (%);Fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación, estado civil;522;4446;2005;2017;2017;66.407;27/08/2026 07:02:12;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_DWAP_SEX_EDU_RT;Tasa de participación en la fuerza de trabajo según sexo y educación (%);Fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación;48;432;2005;2017;2017;66.407;02/09/2026 13:41:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_DWAP_SEX_MTS_RT;Tasa de participacion en la fuerza de trabajo según sexo y estado civil (%);Fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;330;2005;2017;2017;66.407;27/08/2026 07:03:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_TEAP_SEX_AGE_EDU_NB;Fuerza de trabajo según sexo, edad y educación (millares);Fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, edad, educación;768;6744;2005;2017;2017;15354.988;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_TEAP_SEX_AGE_GEO_NB;Fuerza de trabajo según sexo, edad y zonas rurales / urbanas (millares);Fuerza de trabajo;Mercados Laborales Rurales y Urbanos (RURBAN);sexo, edad, zonas rurales/urbanes;9;36;2009;2012;2012;13670.897;27/08/2026 07:10:06;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_TEAP_SEX_AGE_MTS_NB;Fuerza de trabajo según sexo, edad y estado civil (millares);Fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad, estado civil;528;5192;2005;2017;2017;15354.988;01/09/2026 07:04:12;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_TEAP_SEX_AGE_NB;Fuerza de trabajo según sexo y edad (millares);Fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;168;1517;1961;2020;2020;14654.357;01/09/2026 07:09:15;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_TEAP_SEX_EDU_MTS_NB;Fuerza de trabajo según sexo, educación y estado civil (millares);Fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación, estado civil;522;4446;2005;2017;2017;15354.988;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_TEAP_SEX_EDU_NB;Fuerza de trabajo según sexo y educación (millares);Fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación;48;432;2005;2017;2017;15354.988;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAP_TEAP_SEX_MTS_NB;Fuerza de trabajo según sexo y estado civil (millares);Fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;330;2005;2017;2017;15354.988;01/09/2026 07:04:12;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_AGE_CUR_NB;Ganancias horarias promedio de los asalariados según sexo, edad y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad, divisa;24;240;2005;2017;2017;1660.092;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_AGE_NB;Ganancias horarias promedio de los asalariados según sexo y edad (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad;24;240;2005;2017;2017;1660.092;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_CUR_NB;Ganancias horarias promedio de los asalariados según sexo y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, divisa;3;33;2005;2020;2020;102.838;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_ECO_CUR_NB;Ganancias horarias promedio de los asalariados según sexo, actividad económica y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, actividad económica, divisa;98;974;2005;2017;2017;1660.092;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_ECO_NB;Ganancias horarias promedio de los asalariados según sexo y actividad económica (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, actividad económica;99;989;2005;2017;2017;1660.092;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_EDU_CUR_NB;Ganancias horarias promedio de los asalariados según sexo, educación y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, educación, divisa;48;410;2005;2017;2017;1660.092;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_EDU_NB;Ganancias horarias promedio de los asalariados según sexo y educación (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, educación;48;426;2005;2017;2017;1660.092;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_MTS_CUR_NB;Ganancias horarias promedio de los asalariados según sexo, estado civil y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, estado civil, divisa;12;113;2005;2017;2017;1660.092;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_MTS_NB;Ganancias horarias promedio de los asalariados según sexo y estado civil (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, estado civil;33;330;2005;2017;2017;1660.092;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_NB;Ganancias horarias promedio de los asalariados según sexo (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo;3;30;2005;2017;2017;1660.092;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_OCU_CUR_NB;Ganancias horarias promedio de los asalariados según sexo, ocupación y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, ocupación, divisa;48;482;2005;2020;2020;103.364;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRA_SEX_OCU_NB;Ganancias horarias promedio de los asalariados según sexo y ocupación (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, ocupación;48;486;2005;2020;2020;17499.8;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRG_SEX_AGE_NB;Índice de Gini de las ganancias horarias de los asalariados según sexo y edad;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad;24;240;2005;2017;2017;0.386;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRG_SEX_ECO_NB;Índice de Gini de las ganancias horarias de los asalariados según sexo y actividad económica;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, actividad económica;99;989;2005;2017;2017;0.386;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRG_SEX_EDU_NB;Índice de Gini de las ganancias horarias de los asalariados según sexo y educación;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, educación;48;426;2005;2017;2017;0.386;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRG_SEX_MTS_NB;Índice de Gini de las ganancias horarias de los asalariados según sexo y estado civil;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, estado civil;33;330;2005;2017;2017;0.386;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRG_SEX_NB;Índice de Gini de las ganancias horarias de los asalariados según sexo;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo;3;30;2005;2017;2017;0.386;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRG_SEX_OCU_NB;Índice de Gini de las ganancias horarias de los asalariados según sexo y ocupación;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, ocupación;45;450;2005;2017;2017;0.386;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_AGE_CUR_NB;Ganancias horarias medianas de los asalariados según sexo, edad y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad, divisa;24;240;2005;2017;2017;1442.308;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_AGE_NB;Ganancias horarias medianas de los asalariados según sexo y edad (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad;24;240;2005;2017;2017;1442.308;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_CUR_NB;Ganancias horarias medianas de los asalariados según sexo y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, divisa;3;30;2005;2017;2017;1442.308;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_ECO_CUR_NB;Ganancias horarias medianas de los asalariados según sexo, actividad económica y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, actividad económica, divisa;98;974;2005;2017;2017;1442.308;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_ECO_NB;Ganancias horarias medianas de los asalariados según sexo y actividad económica (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, actividad económica;99;989;2005;2017;2017;1442.308;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_EDU_CUR_NB;Ganancias horarias medianas de los asalariados según sexo, educación y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, educación, divisa;48;410;2005;2017;2017;1442.308;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_EDU_NB;Ganancias horarias medianas de los asalariados según sexo y educación (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, educación;48;426;2005;2017;2017;1442.308;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_MTS_CUR_NB;Ganancias horarias medianas de los asalariados según sexo, estado civil y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, estado civil, divisa;12;113;2005;2017;2017;1442.308;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
